name,type,budget,url,headline,text,description,image_hash,stories_image_hash,video_id,cta,pixel_id,cbo_enabled,age_min,start_time,url_tags,adset_name,ad_name
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD11,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",19ae6e61a50f7589378d352959dbd540,33c13cdd233c7c9d91191d21399b5bd1,,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD11,[KIT NR-1] AD11
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD12,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",79441f8274fedd4cb2d61f7bf8201c51,3d1a3b205bc5c518d9712650f6e543b6,,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD12,[KIT NR-1] AD12
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD13,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",7f6ff7dc5c39405eb48a69cdc55b49a4,2194727789e21abdad4ab441a4860f0b,,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD13,[KIT NR-1] AD13
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD50-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,939878732072378,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD50-REELS,[KIT NR-1] AD50-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD51-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,890174500524552,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD51-REELS,[KIT NR-1] AD51-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD52-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,920008121004341,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD52-REELS,[KIT NR-1] AD52-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD53-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,2079478459561838,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD53-REELS,[KIT NR-1] AD53-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD54-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,700203203113396,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD54-REELS,[KIT NR-1] AD54-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD55-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,909322251974430,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD55-REELS,[KIT NR-1] AD55-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD56-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,1454627092988658,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD56-REELS,[KIT NR-1] AD56-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD57-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,1687126036068735,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD57-REELS,[KIT NR-1] AD57-REELS
VENDAS_COMPRA_KIT-NR-1_MAR-26_AD58-REELS,sales,50,https://metodobelieve.com.br/kit-nr-1/,"Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.","PARE DE TRAVAR NA HORA DE VENDER NR-1 PARA EMPRESAS.\n\nUse o meu kit profissional pronto para abordar, apresentar, precificar e fechar contratos com as empresas.\n\nCopie a minha estrutura validada de vendas, ajuste para o seu perfil e comece a fechar contratos com empresas ainda essa semana.\n\n✅ ACESSO IMEDIATO\n✅ MATERIAIS EDITÁVEIS\n✅ USE AINDA HOJE\n\nToque em Saiba Mais agora e leve o Kit Contrato Fechado.","Use um kit pronto para abordar, apresentar, precificar e fechar contratos de NR-1.",,,1146358457508082,LEARN_MORE,302959204691352,true,23,1773284400,"utm_source=FB&utm_campaign={{campaign.name}}|{{campaign.id}}&utm_medium={{adset.name}}|{{adset.id}}&utm_content={{ad.name}}|{{ad.id}}&utm_term={{placement}}&vk_source=paid_metaads&vk_ad_id={{ad.id}}",VENDAS_COMPRA_KIT-NR-1_MAR-26_AD58-REELS,[KIT NR-1] AD58-REELS
